PO#,Ship From,Destination,Status,Total Amount,Expected Arrival,Carrier Reference,Internal Notes
PO-971058,Tokyo Port,Berlin Factory,IN_TRANSIT,111176.74,2026-03-22 19:51:23,CARR-7654,
PO-775751,Dallas DC,Shanghai Port,AT_PORT,61038.18,2026-04-17 19:51:23,CARR-8661,Handle with care
PO-282921,Tokyo Port,Los Angeles Port,DELIVERED,111883.19,2026-03-27 19:51:23,CARR-7753,
PO-534480,Tokyo Port,Shanghai Port,IN_TRANSIT,234757.92,2026-04-06 19:51:23,CARR-5844,Handle with care
PO-696803,Berlin Factory,Dallas DC,AT_PORT,52002.52,2026-03-26 19:51:23,CARR-8250,
PO-623869,Los Angeles Port,Rotterdam,AT_PORT,174836.38,2026-03-16 19:51:23,CARR-8418,
PO-971370,Shanghai Port,Rotterdam,IN_TRANSIT,63587.73,2026-04-15 19:51:23,CARR-5213,Handle with care
PO-912223,Rotterdam,Shanghai Port,IN_TRANSIT,50522.66,2026-03-18 19:51:23,CARR-8537,
PO-737731,Shanghai Port,Los Angeles Port,IN_TRANSIT,36163.22,2026-04-16 19:51:23,CARR-3101,
PO-697048,Tokyo Port,Shanghai Port,DELAYED,70953.72,2026-03-25 19:51:23,CARR-8663,
PO-454539,Rotterdam,Shanghai Port,AT_PORT,212912.71,2026-04-22 19:51:23,CARR-7904,Handle with care
PO-474305,Dallas DC,Los Angeles Port,DELAYED,167113.48,2026-04-11 19:51:23,CARR-2111,
PO-315445,Berlin Factory,Rotterdam,AT_PORT,112701.47,2026-04-13 19:51:23,CARR-9034,
PO-297479,Tokyo Port,Shanghai Port,DELIVERED,218792.93,2026-04-17 19:51:23,CARR-2331,
PO-760551,Tokyo Port,Shanghai Port,IN_TRANSIT,184186.2,2026-04-15 19:51:23,CARR-9501,Handle with care
PO-454459,Los Angeles Port,Rotterdam,IN_TRANSIT,171692.77,2026-03-22 19:51:23,CARR-6611,
PO-802922,Tokyo Port,Los Angeles Port,IN_TRANSIT,106446.99,2026-04-03 19:51:23,CARR-2431,
PO-462551,Tokyo Port,Dallas DC,DELAYED,152879.7,2026-03-23 19:51:23,CARR-3889,
PO-148175,Shanghai Port,Dallas DC,IN_TRANSIT,159248.2,2026-04-10 19:51:23,CARR-7405,
PO-993047,Tokyo Port,Dallas DC,IN_TRANSIT,137922.04,2026-03-31 19:51:23,CARR-6523,
PO-416231,Los Angeles Port,Berlin Factory,DELIVERED,96020.48,2026-04-11 19:51:23,CARR-9589,
PO-195319,Rotterdam,Tokyo Port,IN_TRANSIT,152355.29,2026-03-24 19:51:23,CARR-1020,
PO-805317,Tokyo Port,Dallas DC,DELIVERED,182574.12,2026-04-07 19:51:23,CARR-3671,
PO-845543,Shanghai Port,Los Angeles Port,IN_TRANSIT,88159.03,2026-04-14 19:51:23,CARR-5220,Handle with care
PO-923415,Rotterdam,Los Angeles Port,AT_PORT,76499.83,2026-04-21 19:51:23,CARR-8834,
PO-460897,Dallas DC,Los Angeles Port,IN_TRANSIT,67417.71,2026-04-15 19:51:23,CARR-6371,
PO-269174,Shanghai Port,Rotterdam,IN_TRANSIT,175102.38,2026-04-06 19:51:23,CARR-7716,
PO-956489,Shanghai Port,Los Angeles Port,DELIVERED,121615.69,2026-04-05 19:51:23,CARR-6007,
PO-136903,Tokyo Port,Rotterdam,AT_PORT,56554.18,2026-03-26 19:51:23,CARR-5871,
PO-773297,Los Angeles Port,Shanghai Port,DELIVERED,172539.77,2026-03-15 19:51:23,CARR-9542,
PO-810392,Dallas DC,Rotterdam,IN_TRANSIT,90387.01,2026-04-05 19:51:23,CARR-8671,
PO-433869,Berlin Factory,Los Angeles Port,AT_PORT,232167.16,2026-04-11 19:51:23,CARR-4931,
PO-205269,Berlin Factory,Dallas DC,IN_TRANSIT,65221.99,2026-03-26 19:51:23,CARR-7749,
PO-321042,Berlin Factory,Rotterdam,IN_TRANSIT,66718.53,2026-04-02 19:51:23,CARR-2926,
PO-250501,Tokyo Port,Dallas DC,AT_PORT,69316.12,2026-04-20 19:51:23,CARR-3397,
PO-334828,Rotterdam,Dallas DC,AT_PORT,37516.56,2026-04-21 19:51:23,CARR-6162,
PO-356793,Shanghai Port,Berlin Factory,DELIVERED,194736.45,2026-04-10 19:51:23,CARR-7088,Handle with care
PO-760802,Tokyo Port,Los Angeles Port,IN_TRANSIT,141205.99,2026-03-22 19:51:23,CARR-9629,
PO-706171,Berlin Factory,Dallas DC,DELIVERED,124884.52,2026-03-25 19:51:23,CARR-2192,
PO-808889,Shanghai Port,Los Angeles Port,DELAYED,168874.83,2026-04-10 19:51:23,CARR-5547,
PO-812538,Tokyo Port,Shanghai Port,AT_PORT,210532.83,2026-04-10 19:51:23,CARR-7257,
PO-702395,Tokyo Port,Berlin Factory,CUSTOMS_HOLD,81827.84,2026-03-24 19:51:23,CARR-3827,
PO-375013,Berlin Factory,Dallas DC,IN_TRANSIT,161491.09,2026-04-03 19:51:23,CARR-7409,
PO-583180,Rotterdam,Los Angeles Port,DELAYED,193244.86,2026-04-04 19:51:23,CARR-6263,
PO-330189,Dallas DC,Rotterdam,IN_TRANSIT,38137.96,2026-04-04 19:51:23,CARR-5536,Handle with care
PO-237196,Los Angeles Port,Rotterdam,CUSTOMS_HOLD,97125.5,2026-04-11 19:51:23,CARR-5448,
PO-468793,Rotterdam,Dallas DC,DELAYED,7724.87,2026-04-12 19:51:23,CARR-9718,Handle with care
PO-777702,Berlin Factory,Dallas DC,AT_PORT,230836.14,2026-03-14 19:51:23,CARR-2505,
PO-542114,Tokyo Port,Dallas DC,DELIVERED,247924.28,2026-03-14 19:51:23,CARR-1660,Handle with care
PO-140599,Rotterdam,Shanghai Port,DELAYED,194477.06,2026-03-21 19:51:23,CARR-7029,
PO-239969,Dallas DC,Rotterdam,IN_TRANSIT,84940.47,2026-04-03 19:51:23,CARR-9429,
PO-478703,Rotterdam,Berlin Factory,IN_TRANSIT,101723.71,2026-03-24 19:51:23,CARR-5796,
PO-708784,Tokyo Port,Rotterdam,IN_TRANSIT,246396.29,2026-04-10 19:51:23,CARR-9460,
PO-690692,Los Angeles Port,Dallas DC,DELAYED,189379.77,2026-04-02 19:51:23,CARR-7940,Handle with care
PO-774461,Berlin Factory,Dallas DC,AT_PORT,92816.7,2026-03-25 19:51:23,CARR-3975,Handle with care
PO-274379,Shanghai Port,Rotterdam,DELIVERED,247249.16,2026-04-13 19:51:23,CARR-6993,
PO-954506,Los Angeles Port,Tokyo Port,IN_TRANSIT,178431.81,2026-03-27 19:51:23,CARR-9909,
PO-544924,Tokyo Port,Rotterdam,IN_TRANSIT,110371.27,2026-03-29 19:51:23,CARR-5761,
PO-244688,Dallas DC,Tokyo Port,DELIVERED,82078.4,2026-03-19 19:51:23,CARR-8079,
PO-843145,Berlin Factory,Tokyo Port,IN_TRANSIT,227914.23,2026-03-30 19:51:23,CARR-4985,
PO-562732,Berlin Factory,Shanghai Port,DELAYED,205534.65,2026-03-18 19:51:23,CARR-8180,
PO-214481,Rotterdam,Tokyo Port,AT_PORT,83263.08,2026-04-13 19:51:23,CARR-9443,
PO-328197,Rotterdam,Dallas DC,IN_TRANSIT,120784.12,2026-04-19 19:51:23,CARR-5982,
PO-648054,Tokyo Port,Rotterdam,IN_TRANSIT,234935.13,2026-04-09 19:51:23,CARR-7530,
PO-683230,Shanghai Port,Tokyo Port,IN_TRANSIT,117064.43,2026-04-14 19:51:23,CARR-5163,Handle with care
PO-685159,Los Angeles Port,Rotterdam,IN_TRANSIT,243038.65,2026-03-30 19:51:23,CARR-1051,
PO-816929,Berlin Factory,Dallas DC,DELIVERED,65670.77,2026-04-21 19:51:23,CARR-1010,
PO-724923,Berlin Factory,Los Angeles Port,IN_TRANSIT,218194.92,2026-04-11 19:51:23,CARR-4879,Handle with care
PO-720765,Shanghai Port,Los Angeles Port,AT_PORT,71282.54,2026-04-19 19:51:23,CARR-7290,
PO-331806,Berlin Factory,Dallas DC,DELIVERED,223922.77,2026-04-03 19:51:23,CARR-1531,Handle with care
PO-126603,Rotterdam,Los Angeles Port,DELAYED,137442.43,2026-03-22 19:51:23,CARR-7147,
PO-823632,Tokyo Port,Dallas DC,IN_TRANSIT,181549.0,2026-04-10 19:51:23,CARR-9919,
PO-509748,Los Angeles Port,Tokyo Port,DELIVERED,195646.41,2026-04-10 19:51:23,CARR-3297,
PO-101943,Shanghai Port,Berlin Factory,IN_TRANSIT,35012.76,2026-04-13 19:51:23,CARR-4095,Handle with care
PO-659064,Berlin Factory,Tokyo Port,IN_TRANSIT,231091.19,2026-04-04 19:51:23,CARR-2648,
PO-868314,Los Angeles Port,Shanghai Port,IN_TRANSIT,88229.9,2026-03-18 19:51:23,CARR-6977,
PO-956710,Los Angeles Port,Shanghai Port,AT_PORT,98857.91,2026-03-27 19:51:23,CARR-5839,Handle with care
PO-603304,Rotterdam,Tokyo Port,DELIVERED,82316.33,2026-04-20 19:51:23,CARR-8558,
PO-421929,Los Angeles Port,Berlin Factory,CUSTOMS_HOLD,74752.23,2026-04-04 19:51:23,CARR-9626,
PO-891415,Berlin Factory,Los Angeles Port,IN_TRANSIT,34015.12,2026-03-18 19:51:23,CARR-1428,
PO-452446,Rotterdam,Shanghai Port,DELAYED,121506.73,2026-03-31 19:51:23,CARR-8793,
PO-366286,Dallas DC,Los Angeles Port,IN_TRANSIT,90319.49,2026-03-18 19:51:23,CARR-1286,
PO-733880,Tokyo Port,Berlin Factory,IN_TRANSIT,22731.17,2026-04-09 19:51:23,CARR-5180,
PO-796689,Dallas DC,Shanghai Port,AT_PORT,58870.3,2026-03-26 19:51:23,CARR-6037,Handle with care
PO-117856,Berlin Factory,Shanghai Port,DELIVERED,136829.69,2026-04-21 19:51:23,CARR-6523,
PO-309829,Los Angeles Port,Tokyo Port,DELIVERED,190318.4,2026-04-11 19:51:23,CARR-5172,
PO-314528,Los Angeles Port,Tokyo Port,IN_TRANSIT,112558.89,2026-04-19 19:51:23,CARR-6406,
PO-680696,Dallas DC,Tokyo Port,AT_PORT,204003.92,2026-04-07 19:51:23,CARR-3941,
PO-433113,Berlin Factory,Dallas DC,DELIVERED,129371.0,2026-04-09 19:51:23,CARR-2374,
PO-917296,Los Angeles Port,Rotterdam,DELAYED,213128.7,2026-04-02 19:51:23,CARR-6870,
PO-237500,Rotterdam,Berlin Factory,DELIVERED,156779.47,2026-04-16 19:51:23,CARR-1394,
PO-579660,Los Angeles Port,Shanghai Port,IN_TRANSIT,93057.19,2026-04-08 19:51:23,CARR-2362,Handle with care
PO-528974,Dallas DC,Berlin Factory,AT_PORT,212395.36,2026-04-01 19:51:23,CARR-1438,
PO-222197,Dallas DC,Rotterdam,AT_PORT,35851.81,2026-04-20 19:51:23,CARR-7596,
PO-819030,Dallas DC,Shanghai Port,IN_TRANSIT,68474.69,2026-04-04 19:51:23,CARR-2250,Handle with care
PO-654683,Los Angeles Port,Rotterdam,AT_PORT,203723.17,2026-03-22 19:51:23,CARR-3987,Handle with care
PO-138604,Rotterdam,Berlin Factory,DELIVERED,120083.04,2026-04-07 19:51:23,CARR-5085,Handle with care
PO-722184,Tokyo Port,Dallas DC,IN_TRANSIT,218935.31,2026-04-13 19:51:23,CARR-7907,
PO-975846,Shanghai Port,Tokyo Port,AT_PORT,236184.74,2026-04-09 19:51:23,CARR-6590,
PO-472114,Los Angeles Port,Dallas DC,DELIVERED,136145.71,2026-04-16 19:51:23,CARR-7023,
PO-246150,Shanghai Port,Berlin Factory,IN_TRANSIT,223527.28,2026-03-13 19:51:23,CARR-9143,
PO-980634,Dallas DC,Tokyo Port,IN_TRANSIT,52646.96,2026-04-12 19:51:23,CARR-8861,
PO-615784,Berlin Factory,Rotterdam,DELIVERED,227626.81,2026-04-20 19:51:23,CARR-4502,
PO-518578,Berlin Factory,Rotterdam,DELAYED,249095.55,2026-03-30 19:51:23,CARR-2104,
PO-195610,Shanghai Port,Tokyo Port,DELAYED,219902.83,2026-03-30 19:51:23,CARR-2049,
PO-420834,Tokyo Port,Shanghai Port,IN_TRANSIT,82881.72,2026-04-04 19:51:23,CARR-5294,
PO-392823,Rotterdam,Tokyo Port,IN_TRANSIT,68741.68,2026-04-04 19:51:23,CARR-1566,
PO-413518,Dallas DC,Tokyo Port,IN_TRANSIT,241482.32,2026-03-17 19:51:23,CARR-6982,
PO-805413,Los Angeles Port,Shanghai Port,IN_TRANSIT,97346.65,2026-04-06 19:51:23,CARR-2842,
PO-509593,Shanghai Port,Berlin Factory,AT_PORT,220921.72,2026-03-24 19:51:23,CARR-4272,
PO-938668,Rotterdam,Dallas DC,AT_PORT,19623.59,2026-03-15 19:51:23,CARR-3148,
PO-768434,Tokyo Port,Berlin Factory,IN_TRANSIT,90372.61,2026-03-25 19:51:23,CARR-8349,
PO-380595,Shanghai Port,Tokyo Port,AT_PORT,138132.48,2026-03-30 19:51:23,CARR-3290,
PO-970128,Los Angeles Port,Rotterdam,DELIVERED,225499.88,2026-04-07 19:51:23,CARR-4954,
PO-117203,Tokyo Port,Berlin Factory,DELIVERED,141525.63,2026-03-26 19:51:23,CARR-8507,
PO-384722,Shanghai Port,Dallas DC,IN_TRANSIT,128739.46,2026-04-17 19:51:23,CARR-4329,
PO-349506,Tokyo Port,Los Angeles Port,IN_TRANSIT,137067.65,2026-04-14 19:51:23,CARR-3306,
PO-863583,Berlin Factory,Los Angeles Port,IN_TRANSIT,219297.98,2026-04-20 19:51:23,CARR-6336,Handle with care
PO-997237,Dallas DC,Tokyo Port,DELAYED,27518.45,2026-04-02 19:51:23,CARR-9280,
PO-764788,Shanghai Port,Berlin Factory,DELAYED,238441.32,2026-03-15 19:51:23,CARR-6311,Handle with care
PO-436443,Rotterdam,Dallas DC,IN_TRANSIT,86209.66,2026-03-15 19:51:23,CARR-8095,
PO-370036,Dallas DC,Rotterdam,DELAYED,73885.22,2026-03-17 19:51:23,CARR-5268,Handle with care
PO-140346,Shanghai Port,Los Angeles Port,AT_PORT,34715.98,2026-03-14 19:51:23,CARR-3930,
PO-137220,Rotterdam,Shanghai Port,IN_TRANSIT,115270.28,2026-03-27 19:51:23,CARR-5840,
PO-531897,Tokyo Port,Los Angeles Port,AT_PORT,16231.46,2026-04-12 19:51:23,CARR-1088,
PO-835220,Shanghai Port,Dallas DC,IN_TRANSIT,114314.34,2026-03-16 19:51:23,CARR-6877,
PO-772171,Dallas DC,Tokyo Port,IN_TRANSIT,31524.68,2026-04-17 19:51:23,CARR-2450,Handle with care
PO-980427,Tokyo Port,Dallas DC,DELAYED,89397.21,2026-03-21 19:51:23,CARR-3051,
PO-116303,Los Angeles Port,Dallas DC,AT_PORT,113932.63,2026-04-01 19:51:23,CARR-9829,
PO-260151,Berlin Factory,Rotterdam,IN_TRANSIT,156169.25,2026-04-05 19:51:23,CARR-5110,
PO-313842,Los Angeles Port,Berlin Factory,IN_TRANSIT,212131.24,2026-03-23 19:51:23,CARR-6828,
PO-973629,Los Angeles Port,Rotterdam,IN_TRANSIT,175319.67,2026-04-17 19:51:23,CARR-3453,
PO-176610,Rotterdam,Tokyo Port,IN_TRANSIT,227593.35,2026-04-17 19:51:23,CARR-2025,
PO-297274,Shanghai Port,Tokyo Port,IN_TRANSIT,120636.72,2026-04-08 19:51:23,CARR-5186,Handle with care
PO-317994,Berlin Factory,Dallas DC,DELAYED,157399.94,2026-03-29 19:51:23,CARR-2745,
PO-160307,Los Angeles Port,Rotterdam,CUSTOMS_HOLD,235223.14,2026-03-16 19:51:23,CARR-4086,
PO-130851,Rotterdam,Los Angeles Port,DELIVERED,45601.7,2026-03-18 19:51:23,CARR-2745,
PO-456392,Berlin Factory,Los Angeles Port,IN_TRANSIT,38766.5,2026-04-15 19:51:23,CARR-6472,
PO-840595,Los Angeles Port,Dallas DC,DELIVERED,20957.26,2026-04-15 19:51:23,CARR-2030,Handle with care
PO-467306,Berlin Factory,Shanghai Port,IN_TRANSIT,87382.84,2026-04-18 19:51:23,CARR-5540,
PO-617203,Dallas DC,Rotterdam,AT_PORT,108132.14,2026-03-22 19:51:23,CARR-8253,
PO-482697,Berlin Factory,Tokyo Port,DELAYED,33107.06,2026-03-29 19:51:23,CARR-6925,
PO-823178,Berlin Factory,Shanghai Port,IN_TRANSIT,170798.76,2026-04-15 19:51:23,CARR-8039,
PO-877807,Shanghai Port,Dallas DC,CUSTOMS_HOLD,65877.02,2026-03-25 19:51:23,CARR-1706,
PO-541183,Shanghai Port,Tokyo Port,IN_TRANSIT,222230.45,2026-04-14 19:51:23,CARR-8718,
PO-894004,Los Angeles Port,Shanghai Port,CUSTOMS_HOLD,117967.49,2026-04-13 19:51:23,CARR-7320,
PO-311796,Shanghai Port,Berlin Factory,DELAYED,173157.53,2026-03-20 19:51:23,CARR-9304,
PO-990716,Dallas DC,Rotterdam,AT_PORT,83613.86,2026-03-14 19:51:23,CARR-7614,Handle with care
PO-996929,Dallas DC,Berlin Factory,IN_TRANSIT,83351.94,2026-03-16 19:51:23,CARR-7115,
PO-831309,Berlin Factory,Shanghai Port,AT_PORT,125260.56,2026-03-25 19:51:23,CARR-9523,
PO-803368,Los Angeles Port,Tokyo Port,IN_TRANSIT,140106.63,2026-04-07 19:51:23,CARR-5693,Handle with care
PO-840809,Rotterdam,Shanghai Port,DELAYED,246802.25,2026-03-19 19:51:23,CARR-1643,
PO-340475,Dallas DC,Los Angeles Port,DELAYED,219312.37,2026-03-22 19:51:23,CARR-6392,
PO-737489,Los Angeles Port,Rotterdam,IN_TRANSIT,123844.04,2026-04-02 19:51:23,CARR-9892,
PO-631928,Dallas DC,Berlin Factory,IN_TRANSIT,72984.0,2026-04-19 19:51:23,CARR-9976,
PO-312480,Rotterdam,Shanghai Port,CUSTOMS_HOLD,236703.03,2026-04-05 19:51:23,CARR-8021,
PO-420388,Dallas DC,Berlin Factory,IN_TRANSIT,150275.11,2026-04-17 19:51:23,CARR-5779,
PO-617801,Dallas DC,Shanghai Port,IN_TRANSIT,99528.28,2026-04-22 19:51:23,CARR-2988,
PO-579025,Los Angeles Port,Berlin Factory,IN_TRANSIT,39328.97,2026-04-11 19:51:23,CARR-5289,
PO-914732,Shanghai Port,Berlin Factory,IN_TRANSIT,12297.25,2026-04-03 19:51:23,CARR-6859,
PO-852790,Shanghai Port,Los Angeles Port,IN_TRANSIT,150787.9,2026-04-18 19:51:23,CARR-7239,
PO-129720,Rotterdam,Dallas DC,IN_TRANSIT,125677.22,2026-03-19 19:51:23,CARR-7538,Handle with care
PO-348244,Shanghai Port,Tokyo Port,IN_TRANSIT,7590.26,2026-04-04 19:51:23,CARR-8678,Handle with care
PO-277411,Dallas DC,Berlin Factory,IN_TRANSIT,52371.04,2026-04-05 19:51:23,CARR-6003,
PO-738833,Dallas DC,Berlin Factory,IN_TRANSIT,160808.75,2026-03-26 19:51:23,CARR-2957,
PO-393871,Berlin Factory,Los Angeles Port,DELIVERED,182573.29,2026-03-27 19:51:23,CARR-7807,Handle with care
PO-568421,Dallas DC,Shanghai Port,IN_TRANSIT,224863.5,2026-03-14 19:51:23,CARR-3356,
PO-158519,Los Angeles Port,Dallas DC,CUSTOMS_HOLD,83638.98,2026-04-19 19:51:23,CARR-1054,
PO-982390,Los Angeles Port,Rotterdam,CUSTOMS_HOLD,50189.14,2026-04-14 19:51:23,CARR-6417,
PO-390394,Tokyo Port,Los Angeles Port,AT_PORT,123380.14,2026-04-20 19:51:23,CARR-8866,
PO-251123,Dallas DC,Tokyo Port,AT_PORT,211205.52,2026-04-12 19:51:23,CARR-9576,Handle with care
PO-988274,Shanghai Port,Rotterdam,IN_TRANSIT,228710.04,2026-03-21 19:51:23,CARR-2036,
PO-729670,Berlin Factory,Tokyo Port,DELIVERED,173730.21,2026-04-17 19:51:23,CARR-7370,
PO-418167,Tokyo Port,Los Angeles Port,IN_TRANSIT,149241.22,2026-04-15 19:51:23,CARR-9227,
PO-551232,Shanghai Port,Los Angeles Port,DELIVERED,221142.86,2026-04-04 19:51:23,CARR-6143,
PO-424095,Rotterdam,Berlin Factory,AT_PORT,217080.78,2026-04-19 19:51:23,CARR-3840,Handle with care
PO-471414,Los Angeles Port,Rotterdam,IN_TRANSIT,101412.62,2026-04-01 19:51:23,CARR-3200,Handle with care
PO-840634,Rotterdam,Shanghai Port,IN_TRANSIT,83607.61,2026-04-20 19:51:23,CARR-1175,
PO-922658,Tokyo Port,Shanghai Port,IN_TRANSIT,39459.44,2026-03-14 19:51:23,CARR-9726,
PO-944907,Berlin Factory,Dallas DC,IN_TRANSIT,248425.48,2026-04-14 19:51:23,CARR-8138,Handle with care
PO-561997,Dallas DC,Los Angeles Port,IN_TRANSIT,76354.52,2026-04-11 19:51:23,CARR-7474,
PO-477036,Shanghai Port,Dallas DC,IN_TRANSIT,127761.34,2026-03-26 19:51:23,CARR-4020,
PO-490112,Rotterdam,Berlin Factory,DELIVERED,87969.64,2026-04-02 19:51:23,CARR-6095,
PO-552294,Berlin Factory,Rotterdam,IN_TRANSIT,6526.04,2026-03-13 19:51:23,CARR-5887,Handle with care
PO-986833,Shanghai Port,Rotterdam,AT_PORT,40137.08,2026-04-19 19:51:23,CARR-3106,
PO-503865,Dallas DC,Berlin Factory,DELAYED,138867.29,2026-03-29 19:51:23,CARR-5355,Handle with care
PO-662843,Shanghai Port,Berlin Factory,DELIVERED,149986.78,2026-04-19 19:51:23,CARR-5991,
PO-253725,Los Angeles Port,Tokyo Port,AT_PORT,244193.4,2026-03-24 19:51:23,CARR-7405,Handle with care
PO-994796,Rotterdam,Dallas DC,IN_TRANSIT,247540.27,2026-03-27 19:51:23,CARR-6272,
PO-820578,Shanghai Port,Tokyo Port,IN_TRANSIT,146752.65,2026-03-28 19:51:23,CARR-9347,Handle with care
PO-206133,Berlin Factory,Los Angeles Port,CUSTOMS_HOLD,83433.31,2026-04-14 19:51:23,CARR-3143,Handle with care
PO-655598,Los Angeles Port,Tokyo Port,IN_TRANSIT,34174.74,2026-04-06 19:51:23,CARR-3871,Handle with care
PO-574002,Tokyo Port,Dallas DC,IN_TRANSIT,40461.07,2026-03-23 19:51:23,CARR-3316,
PO-390988,Dallas DC,Rotterdam,AT_PORT,53795.67,2026-03-14 19:51:23,CARR-2711,
PO-218059,Rotterdam,Shanghai Port,AT_PORT,45178.73,2026-03-15 19:51:23,CARR-3955,
PO-916098,Los Angeles Port,Rotterdam,AT_PORT,114904.1,2026-03-18 19:51:23,CARR-1755,Handle with care
PO-763207,Berlin Factory,Tokyo Port,IN_TRANSIT,108585.25,2026-03-24 19:51:23,CARR-1884,Handle with care
PO-940612,Tokyo Port,Los Angeles Port,DELIVERED,149611.38,2026-03-30 19:51:23,CARR-2294,Handle with care
PO-457774,Tokyo Port,Los Angeles Port,AT_PORT,77705.15,2026-04-04 19:51:23,CARR-9966,
PO-952611,Berlin Factory,Dallas DC,AT_PORT,73206.72,2026-04-13 19:51:23,CARR-3136,
PO-580916,Berlin Factory,Los Angeles Port,DELIVERED,22987.21,2026-04-11 19:51:23,CARR-5568,
PO-880986,Berlin Factory,Shanghai Port,IN_TRANSIT,225926.43,2026-03-28 19:51:23,CARR-3197,
PO-163013,Tokyo Port,Los Angeles Port,IN_TRANSIT,38291.6,2026-04-02 19:51:23,CARR-2416,
PO-836759,Berlin Factory,Shanghai Port,DELIVERED,107235.02,2026-03-24 19:51:23,CARR-3059,
PO-774875,Berlin Factory,Rotterdam,IN_TRANSIT,6512.11,2026-04-14 19:51:23,CARR-5802,
PO-787973,Rotterdam,Berlin Factory,DELIVERED,184721.02,2026-03-24 19:51:23,CARR-9383,
PO-429828,Tokyo Port,Shanghai Port,AT_PORT,145050.81,2026-04-02 19:51:23,CARR-9818,
PO-301973,Shanghai Port,Los Angeles Port,DELIVERED,178092.97,2026-04-16 19:51:23,CARR-2609,
PO-377172,Rotterdam,Dallas DC,AT_PORT,93117.85,2026-04-19 19:51:23,CARR-4576,
PO-759144,Tokyo Port,Los Angeles Port,IN_TRANSIT,38592.91,2026-03-29 19:51:23,CARR-2435,
PO-651110,Dallas DC,Tokyo Port,IN_TRANSIT,229894.09,2026-03-15 19:51:23,CARR-5882,Handle with care
PO-953504,Shanghai Port,Rotterdam,IN_TRANSIT,73825.7,2026-04-08 19:51:23,CARR-1978,
PO-494136,Shanghai Port,Dallas DC,IN_TRANSIT,195619.3,2026-04-15 19:51:23,CARR-8544,Handle with care
PO-956407,Berlin Factory,Rotterdam,AT_PORT,162418.02,2026-04-02 19:51:23,CARR-3980,
PO-649742,Shanghai Port,Los Angeles Port,IN_TRANSIT,172615.34,2026-04-05 19:51:23,CARR-3665,
PO-559734,Dallas DC,Rotterdam,IN_TRANSIT,196201.15,2026-04-15 19:51:23,CARR-4457,
PO-656467,Dallas DC,Rotterdam,IN_TRANSIT,175542.26,2026-04-10 19:51:23,CARR-3687,
PO-669583,Rotterdam,Los Angeles Port,AT_PORT,216911.52,2026-03-26 19:51:23,CARR-1523,
PO-851922,Berlin Factory,Tokyo Port,IN_TRANSIT,25868.58,2026-04-02 19:51:23,CARR-8038,
PO-849651,Shanghai Port,Tokyo Port,AT_PORT,85593.59,2026-04-19 19:51:23,CARR-2802,
PO-861167,Berlin Factory,Shanghai Port,AT_PORT,136342.03,2026-03-18 19:51:23,CARR-1351,
PO-537007,Shanghai Port,Los Angeles Port,DELIVERED,225910.79,2026-03-18 19:51:23,CARR-5581,Handle with care
PO-661738,Rotterdam,Berlin Factory,IN_TRANSIT,241733.25,2026-04-15 19:51:23,CARR-1707,
PO-915062,Dallas DC,Shanghai Port,AT_PORT,39918.16,2026-03-15 19:51:23,CARR-5319,Handle with care
PO-110317,Los Angeles Port,Berlin Factory,IN_TRANSIT,47759.7,2026-03-30 19:51:23,CARR-9586,
PO-782281,Tokyo Port,Los Angeles Port,IN_TRANSIT,123024.98,2026-03-31 19:51:23,CARR-4635,
PO-556864,Shanghai Port,Rotterdam,IN_TRANSIT,37309.82,2026-03-22 19:51:23,CARR-6892,
PO-185961,Los Angeles Port,Rotterdam,IN_TRANSIT,22301.29,2026-03-24 19:51:23,CARR-4407,
PO-374469,Rotterdam,Tokyo Port,AT_PORT,156711.94,2026-03-31 19:51:23,CARR-4467,
PO-729180,Shanghai Port,Berlin Factory,IN_TRANSIT,113960.29,2026-03-31 19:51:23,CARR-1659,
PO-639083,Shanghai Port,Berlin Factory,DELAYED,150507.17,2026-03-16 19:51:23,CARR-4202,
PO-465398,Dallas DC,Rotterdam,IN_TRANSIT,180654.46,2026-03-13 19:51:23,CARR-9364,
PO-289021,Berlin Factory,Shanghai Port,IN_TRANSIT,206313.77,2026-04-10 19:51:23,CARR-8001,
PO-703551,Rotterdam,Shanghai Port,DELAYED,132780.27,2026-03-22 19:51:23,CARR-9127,
PO-645290,Tokyo Port,Los Angeles Port,IN_TRANSIT,185675.1,2026-04-07 19:51:23,CARR-1180,
PO-862618,Los Angeles Port,Tokyo Port,IN_TRANSIT,93906.81,2026-04-03 19:51:23,CARR-7019,
PO-978567,Tokyo Port,Shanghai Port,IN_TRANSIT,212256.87,2026-03-18 19:51:23,CARR-4525,
PO-421359,Berlin Factory,Dallas DC,IN_TRANSIT,60305.79,2026-03-13 19:51:23,CARR-4795,
PO-157439,Berlin Factory,Rotterdam,IN_TRANSIT,49223.58,2026-04-17 19:51:23,CARR-1806,
PO-581698,Berlin Factory,Los Angeles Port,IN_TRANSIT,233627.03,2026-03-25 19:51:23,CARR-4246,
PO-943705,Rotterdam,Los Angeles Port,IN_TRANSIT,118742.46,2026-03-24 19:51:23,CARR-2977,Handle with care
PO-594124,Shanghai Port,Rotterdam,AT_PORT,157365.3,2026-03-16 19:51:23,CARR-1709,
PO-903669,Dallas DC,Rotterdam,IN_TRANSIT,21848.22,2026-03-16 19:51:23,CARR-2641,
